"state","category","log_or_high","log_or_low","disparity_spread"
"Alabama","dismissed",1.00692382972793,-0.965618584376346,1.97254241410427
"Alabama","moved_out",1.02565730617066,-0.46909190245067,1.49474920862133
"Alabama","not_determined",0.398786851499821,-0.347852324100714,0.746639175600535
"Alabama","not_eligible",0.353863287185941,-0.177895802781802,0.531759089967743
"Alabama","part_b_eligible",0.117523942921853,-0.122665341940022,0.240189284861875
"Alabama","withdrawn",0.353063251495178,-0.374930984508735,0.727994236003912
"Alaska","dismissed",0.742267665143179,-0.521847239758701,1.26411490490188
"Alaska","moved_out",0.670820091582062,-1.3942121211402,2.06503221272226
"Alaska","not_determined",0.49667640727312,-0.485716538279427,0.982392945552547
"Alaska","not_eligible",0.119328769918175,-1.00528896872664,1.12461773864481
"Alaska","part_b_eligible",0.308702086719741,-0.088338498076481,0.397040584796222
"Alaska","withdrawn",0.528905070835083,-0.399432057463718,0.9283371282988
"American Samoa","not_eligible",0.205443974214809,-0.205443974214809,0.410887948429618
"American Samoa","part_b_eligible",0.500917545541294,-0.500917545541295,1.00183509108259
"Arizona","dismissed",0.525137467539913,-0.67503049236024,1.20016795990015
"Arizona","moved_out",0.693209167303657,-0.715620120001117,1.40882928730477
"Arizona","not_determined",0.177649003478993,-0.252298014235431,0.429947017714424
"Arizona","not_eligible",0.110781382397283,-0.233483841315484,0.344265223712767
"Arizona","part_b_eligible",0.126660191281994,-0.0959227458512471,0.222582937133241
"Arizona","withdrawn",0.200566546954911,-0.334023492550266,0.534590039505177
"Arkansas","dismissed",0.611112544775876,-0.40580410106854,1.01691664584442
"Arkansas","moved_out",1.3446012432073,-0.261045928781431,1.60564717198873
"Arkansas","not_determined",0.223130433256806,-0.481765001700062,0.704895434956868
"Arkansas","not_eligible",0.416228976596194,-0.549155369046545,0.965384345642739
"Arkansas","part_b_eligible",0.404049839831019,-0.695073833382923,1.09912367321394
"Arkansas","withdrawn",0.589847659309322,-0.466286026861284,1.05613368617061
"California","dismissed",0.457626497624995,-0.620567102442577,1.07819360006757
"California","moved_out",0.896283844815823,-0.937199587371513,1.83348343218734
"California","not_determined",0.137953685280541,-0.367958694433993,0.505912379714534
"California","not_eligible",0.129879216306731,-0.10625484509596,0.23613406140269
"California","part_b_eligible",0.335370358802596,-0.166549726626826,0.501920085429422
"California","withdrawn",0.199540954491169,-0.19854289034497,0.398083844836139
"Colorado","dismissed",0.740701129991117,-0.842731162602067,1.58343229259318
"Colorado","moved_out",0.714831381985602,-0.602928398050781,1.31775978003638
"Colorado","not_determined",0.170289121317372,-0.161745505651791,0.332034626969163
"Colorado","not_eligible",0.483622237566136,-0.549342352634957,1.03296459020109
"Colorado","part_b_eligible",0.296480718039825,-0.202748227979019,0.499228946018844
"Colorado","withdrawn",0.160043302827475,-0.24449828839656,0.404541591224034
"Connecticut","dismissed",0.628572297667664,-0.967647180206898,1.59621947787456
"Connecticut","moved_out",1.01785505264251,-0.36550973103057,1.38336478367308
"Connecticut","not_determined",0.304482763643603,-0.502346600125642,0.806829363769245
"Connecticut","not_eligible",0.250914279083675,-0.331079612322545,0.58199389140622
"Connecticut","part_b_eligible",0.215126728187818,-0.0683007871807869,0.283427515368605
"Connecticut","withdrawn",0.327594974885481,-0.334025672708032,0.661620647593513
"Delaware","dismissed",0.588709590806763,-0.523137976281015,1.11184756708778
"Delaware","moved_out",1.09541650427499,-0.308646699299486,1.40406320357448
"Delaware","not_determined",0.359784592968496,-0.363036304238028,0.722820897206524
"Delaware","not_eligible",0.550674299428606,-0.462141373863315,1.01281567329192
"Delaware","part_b_eligible",1.00021899838627,-0.45334004850056,1.45355904688683
"Delaware","withdrawn",0.190504770485224,-0.161187086653838,0.351691857139062
"District of Columbia","dismissed",1.49408362660028,-1.50974556746033,3.00382919406061
"District of Columbia","moved_out",0.944473693309621,-1.07133761118645,2.01581130449607
"District of Columbia","not_determined",0.707441416604181,-1.31733301101232,2.0247744276165
"District of Columbia","not_eligible",0.999983644573952,-0.775970803844526,1.77595444841848
"District of Columbia","part_b_eligible",0.562495400070361,-1.58156946691424,2.1440648669846
"District of Columbia","withdrawn",0.55652715411438,-0.452164327184243,1.00869148129862
"Florida","dismissed",0.736485770643435,-0.593999269663351,1.33048504030679
"Florida","moved_out",0.705305326465483,-0.467939198183198,1.17324452464868
"Florida","not_determined",0.342026264863876,-0.643796445424872,0.985822710288748
"Florida","not_eligible",2.07201080847183,-0.363083012647039,2.43509382111887
"Florida","part_b_eligible",0.107063299192581,-0.927397517926082,1.03446081711866
"Florida","withdrawn",0.221045559016796,-0.864891178183187,1.08593673719998
"Georgia","dismissed",0.503191601938564,-0.350376828613685,0.853568430552249
"Georgia","moved_out",0.401879140751214,-0.391123104437301,0.793002245188514
"Georgia","not_determined",0.311282651204674,-0.56384787669843,0.875130527903104
"Georgia","not_eligible",0.167899095566714,-0.196205089428033,0.364104184994747
"Georgia","part_b_eligible",0.25741037360998,-0.250382898041897,0.507793271651877
"Georgia","withdrawn",0.462168204281443,-0.61204850921321,1.07421671349465
"Guam","dismissed",1.23187793587518,-0.920765012269076,2.15264294814425
"Guam","moved_out",0.638456064083823,-0.708373627891237,1.34682969197506
"Guam","not_determined",0.397330257901889,-0.42782951630488,0.825159774206769
"Guam","not_eligible",0.225088310277782,-0.246361929234307,0.471450239512088
"Guam","part_b_eligible",0.323667766707787,-0.308635863755311,0.632303630463097
"Guam","withdrawn",0.120050073659753,-0.270732514138008,0.39078258779776
"Hawaii","dismissed",1.13537271656191,-0.98970891645282,2.12508163301473
"Hawaii","moved_out",1.45731511989128,-1.5043992770245,2.96171439691578
"Hawaii","not_determined",0.438097592855004,-0.393906210619607,0.832003803474611
"Hawaii","not_eligible",0.349320262645343,-1.21738605226163,1.56670631490697
"Hawaii","part_b_eligible",1.76254874297769,-0.181895093331391,1.94444383630908
"Hawaii","withdrawn",0.0796143854109381,-0.26075964497042,0.340374030381358
"Idaho","dismissed",0.67442390753306,-0.616618780191044,1.2910426877241
"Idaho","moved_out",1.27007537852303,-0.622982072864596,1.89305745138762
"Idaho","not_determined",0.129063293830435,-0.148824157542923,0.277887451373358
"Idaho","not_eligible",0.154134493815377,-0.491245638683444,0.645380132498821
"Idaho","part_b_eligible",0.183587167937699,-0.464794570174422,0.648381738112121
"Idaho","withdrawn",0.187581146469866,-0.487248598248345,0.674829744718211
"Illinois","dismissed",0.965076833101588,-0.630398303200043,1.59547513630163
"Illinois","moved_out",1.52931194134258,-0.681166826422153,2.21047876776473
"Illinois","not_determined",0.78550537451715,-0.794921499901114,1.58042687441826
"Illinois","not_eligible",0.514118485471426,-0.682815879304357,1.19693436477578
"Illinois","part_b_eligible",0.245205754877096,-0.380830151012619,0.626035905889715
"Illinois","withdrawn",0.511158416071095,-0.164728214847237,0.675886630918333
"Indiana","dismissed",0.924368254416462,-0.654825466565473,1.57919372098193
"Indiana","moved_out",1.18221682501597,-0.495671426315034,1.677888251331
"Indiana","not_determined",0.41310366264011,-0.384041863080623,0.797145525720733
"Indiana","not_eligible",0.437306267667131,-0.553155861867018,0.990462129534149
"Indiana","part_b_eligible",0.301869198069644,-0.187143614354214,0.489012812423858
"Indiana","withdrawn",0.299282376258106,-0.108248878378761,0.407531254636867
"Iowa","dismissed",1.06179715326623,-0.808800383711941,1.87059753697817
"Iowa","moved_out",1.06754343723251,-0.7325797615688,1.80012319880131
"Iowa","not_determined",0.309871499420327,-0.107844583353146,0.417716082773474
"Iowa","not_eligible",0.283779012454902,-0.72583890603485,1.00961791848975
"Iowa","part_b_eligible",0.74585745017451,-1.12597982211746,1.87183727229197
"Iowa","withdrawn",0.466653210889426,-0.440677465163938,0.907330676053363
"Kansas","dismissed",0.786492177697963,-0.606729818151651,1.39322199584961
"Kansas","moved_out",0.816391267903375,-0.195475838101777,1.01186710600515
"Kansas","not_determined",0.195964960373453,-0.954718044408305,1.15068300478176
"Kansas","not_eligible",0.419838539125438,-0.396411774495178,0.816250313620617
"Kansas","part_b_eligible",0.0834078533518415,-0.160387408330277,0.243795261682119
"Kansas","withdrawn",0.123942618627647,-0.652259688507969,0.776202307135616
"Kentucky","dismissed",0.569766197876477,-0.556532873224249,1.12629907110073
"Kentucky","moved_out",1.22141865255519,-0.359848966822307,1.5812676193775
"Kentucky","not_determined",0.556040901659985,-0.372681933808587,0.928722835468572
"Kentucky","not_eligible",0.323110112899242,-0.384028029640809,0.707138142540052
"Kentucky","part_b_eligible",0.294323263688843,-0.190204008217895,0.484527271906738
"Kentucky","withdrawn",1.38312401793258,-0.16400906702916,1.54713308496174
"Louisiana","dismissed",0.903089121380983,-0.825348987799158,1.72843810918014
"Louisiana","moved_out",0.971803349890046,-0.457092073569743,1.42889542345979
"Louisiana","not_determined",0.382551521254017,-0.402708947683687,0.785260468937704
"Louisiana","not_eligible",0.380395416058034,-0.404545396811227,0.784940812869262
"Louisiana","part_b_eligible",0.531153410837584,-0.153590941788459,0.684744352626044
"Louisiana","withdrawn",0.511119003733621,-0.534994183292755,1.04611318702638
"Maine","dismissed",0.206061850105611,-0.437211374607796,0.643273224713407
"Maine","moved_out",0.868959088881946,-0.427102496818424,1.29606158570037
"Maine","not_determined",0.71412048994104,-0.462428683378925,1.17654917331997
"Maine","not_eligible",0.604695902187187,-0.747410462280713,1.3521063644679
"Maine","part_b_eligible",0.0605685444296264,-0.21777733049452,0.278345874924147
"Maine","withdrawn",0.323454654953507,-0.615869633644944,0.939324288598451
"Maryland","dismissed",0.783853210069659,-0.754439289320304,1.53829249938996
"Maryland","moved_out",0.921938076237378,-0.269664052704213,1.19160212894159
"Maryland","not_determined",0.490095331358232,-0.569968263045583,1.06006359440382
"Maryland","not_eligible",0.656547719720811,-0.723488623424354,1.38003634314516
"Maryland","part_b_eligible",0.41360786196912,-0.584795526761532,0.998403388730652
"Maryland","withdrawn",0.368861017171667,-0.561827909260216,0.930688926431883
"Massachusetts","dismissed",0.851528972285479,-0.795237202267098,1.64676617455258
"Massachusetts","moved_out",0.822328363052934,-0.231966519780474,1.05429488283341
"Massachusetts","not_determined",0.997830166845985,-0.0978681242730282,1.09569829111901
"Massachusetts","not_eligible",0.305058990304432,-0.273940502453383,0.578999492757815
"Massachusetts","part_b_eligible",0.174848150000574,-0.26686633979499,0.441714489795564
"Massachusetts","withdrawn",0.276058046916843,-0.264565403666015,0.540623450582858
"Michigan","dismissed",1.02050605573323,-0.79106111034339,1.81156716607663
"Michigan","moved_out",0.762757039795269,-0.206109229558353,0.968866269353621
"Michigan","not_determined",0.754697681382908,-0.603709326793856,1.35840700817676
"Michigan","not_eligible",0.413031721500317,-0.397368823562125,0.810400545062442
"Michigan","part_b_eligible",0.316030332346875,-0.630812861351908,0.946843193698783
"Michigan","withdrawn",0.184734052899196,-0.190686453649674,0.37542050654887
"Minnesota","dismissed",1.13739732419198,-0.61682581013172,1.7542231343237
"Minnesota","moved_out",0.457602661311776,-0.305206406535853,0.762809067847628
"Minnesota","not_determined",0.247652955727606,-0.428460570129873,0.676113525857479
"Minnesota","not_eligible",0.434050143892073,-0.669127064127226,1.1031772080193
"Minnesota","part_b_eligible",0.185888104579098,-0.579146808109759,0.765034912688857
"Minnesota","withdrawn",0.850336974777101,-0.168929045518103,1.0192660202952
"Mississippi","dismissed",0.457057641927202,-0.718451398598982,1.17550904052618
"Mississippi","moved_out",1.17743473993642,-0.429306807772268,1.60674154770868
"Mississippi","not_determined",0.422066012825035,-0.366413725421003,0.788479738246038
"Mississippi","not_eligible",0.258460410529157,-0.363619926814832,0.62208033734399
"Mississippi","part_b_eligible",0.361634914416449,-0.283267228416615,0.644902142833063
"Mississippi","withdrawn",0.236853363127846,-0.388190878702648,0.625044241830494
"Missouri","dismissed",1.16244895043158,-0.858245420575467,2.02069437100704
"Missouri","moved_out",0.843514611391148,-0.281621002050457,1.12513561344161
"Missouri","not_determined",0.6516845645951,-0.454720150857631,1.10640471545273
"Missouri","not_eligible",0.26400643744823,-0.486781372985209,0.750787810433439
"Missouri","part_b_eligible",0.176360769608221,-0.220137681007022,0.396498450615243
"Missouri","withdrawn",0.198583699977058,-0.200725992896244,0.399309692873302
"Montana","dismissed",1.0060283732874,-0.787443932357595,1.793472305645
"Montana","moved_out",0.14035414029695,-0.168648433280909,0.309002573577859
"Montana","not_determined",0.57382661524327,-0.119934278126573,0.693760893369843
"Montana","not_eligible",0.325743359157243,-0.0697963483936954,0.395539707550938
"Montana","part_b_eligible",0.140137567710382,-0.26180178363267,0.401939351343052
"Montana","withdrawn",0.194434891145843,-0.221708135088075,0.416143026233918
"Nebraska","dismissed",1.02424282702754,-0.780719709402283,1.80496253642982
"Nebraska","moved_out",0.566935100567011,-0.258024425617493,0.824959526184504
"Nebraska","not_eligible",0.331945198305997,-0.453881065278211,0.785826263584208
"Nebraska","part_b_eligible",0.712831846063891,-0.34863024757424,1.06146209363813
"Nebraska","withdrawn",0.533503098448906,-0.2974043732218,0.830907471670706
"Nevada","dismissed",0.801070727090484,-0.51039161871574,1.31146234580622
"Nevada","moved_out",0.509616782089019,-0.700434736393435,1.21005151848245
"Nevada","not_determined",0.238729730320668,-0.393554202771009,0.632283933091677
"Nevada","not_eligible",0.61542680645005,-0.668333618707642,1.28376042515769
"Nevada","part_b_eligible",0.407988922988607,-0.359829711605929,0.767818634594536
"Nevada","withdrawn",0.254513315533531,-0.27391354185166,0.52842685738519
"New Hampshire","dismissed",0.662443313241165,-0.451790558437815,1.11423387167898
"New Hampshire","moved_out",1.40906496698786,-0.814664008915565,2.22372897590343
"New Hampshire","not_determined",0.4400714837107,-0.280547241808789,0.72061872551949
"New Hampshire","not_eligible",0.54924521125154,-0.732087663922966,1.28133287517451
"New Hampshire","part_b_eligible",0.102385351684553,-0.164939116191339,0.267324467875891
"New Hampshire","withdrawn",0.138761666215559,-0.174554892256262,0.313316558471821
"New Jersey","dismissed",0.724316184284554,-0.59557561593569,1.31989180022024
"New Jersey","moved_out",0.783528542637108,-0.318164051161993,1.1016925937991
"New Jersey","not_determined",0.308731706902276,-0.313649830675974,0.622381537578251
"New Jersey","not_eligible",0.379710072755286,-0.438003906450708,0.817713979205994
"New Jersey","part_b_eligible",0.460636172028537,-0.188419732730663,0.6490559047592
"New Jersey","withdrawn",0.43644176244827,-0.496876618726305,0.933318381174574
"New Mexico","dismissed",0.42585984615119,-0.886295312450288,1.31215515860148
"New Mexico","moved_out",0.760898278889091,-0.567222943636522,1.32812122252561
"New Mexico","not_determined",0.14126409626508,-0.620440916053089,0.76170501231817
"New Mexico","not_eligible",0.358599909888357,-0.232603220002434,0.59120312989079
"New Mexico","part_b_eligible",0.672589102354496,-0.251537237575756,0.924126339930252
"New Mexico","withdrawn",0.227841577470284,-0.309804402244291,0.537645979714574
"New York","dismissed",0.700197225102819,-0.583445209304725,1.28364243440754
"New York","moved_out",0.384925804760278,-0.242168223688062,0.62709402844834
"New York","not_determined",0.663637655271085,-0.494201407463251,1.15783906273434
"New York","not_eligible",0.808758943900704,-0.632484340475154,1.44124328437586
"New York","part_b_eligible",0.257604983986743,-0.409725778742479,0.667330762729222
"New York","withdrawn",0.418572037677307,-0.115535800059512,0.534107837736818
"North Carolina","dismissed",0.553633316713956,-0.694469040167998,1.24810235688195
"North Carolina","moved_out",1.44688184618022,-0.94842526807044,2.39530711425066
"North Carolina","not_determined",0.357639451152305,-0.605832732178732,0.963472183331038
"North Carolina","not_eligible",0.444762796668492,-0.500408935732654,0.945171732401145
"North Carolina","part_b_eligible",0.425282262670391,-0.17778337101788,0.603065633688272
"North Carolina","withdrawn",0.356057169999052,-0.429340717545893,0.785397887544944
"North Dakota","dismissed",1.3074752999691,-1.06651257349079,2.3739878734599
"North Dakota","moved_out",0.874695860557724,-0.855411568308067,1.73010742886579
"North Dakota","not_determined",0.595553477480623,-0.86665427929147,1.46220775677209
"North Dakota","not_eligible",0.241994037343524,-0.635692364965089,0.877686402308612
"North Dakota","part_b_eligible",0.404092378055097,-0.125876595941547,0.529968973996645
"North Dakota","withdrawn",0.869906455249076,-0.522859630002389,1.39276608525146
"Northern Marianas","moved_out",0.729079189786009,-0.869426422897937,1.59850561268395
"Northern Marianas","not_eligible",0.400908461200974,-0.188578649697122,0.589487110898096
"Northern Marianas","part_b_eligible",0.333630568782341,-0.232094381834294,0.565724950616636
"Northern Marianas","withdrawn",0.332915173143157,-0.381113987544303,0.71402916068746
"Ohio","dismissed",0.993512398986815,-0.828415364409879,1.82192776339669
"Ohio","moved_out",1.29898265541692,-0.316197597068212,1.61518025248513
"Ohio","not_determined",0.530003508176149,-0.450946502913067,0.980950011089217
"Ohio","not_eligible",0.392426038575952,-0.437018912745987,0.829444951321939
"Ohio","part_b_eligible",0.168040671572418,-0.253858903591252,0.42189957516367
"Ohio","withdrawn",0.315935154210469,-0.329138932875052,0.645074087085521
"Oklahoma","dismissed",0.58269270047369,-0.761178379839582,1.34387108031327
"Oklahoma","moved_out",0.945051112971503,-0.571063944213208,1.51611505718471
"Oklahoma","not_determined",0.193364314658905,-0.396549542905757,0.589913857564662
"Oklahoma","not_eligible",0.189046421351904,-0.277889031649834,0.466935453001738
"Oklahoma","part_b_eligible",0.217340186126716,-0.353683772228259,0.571023958354974
"Oklahoma","withdrawn",0.0958040898248538,-0.199108263205554,0.294912353030408
"Oregon","dismissed",0.403678135998664,-0.502613097486554,0.906291233485218
"Oregon","moved_out",0.984977573402837,-0.415476208234056,1.40045378163689
"Oregon","not_determined",0.300330235947248,-0.172713902114068,0.473044138061316
"Oregon","not_eligible",0.334697714846993,-0.980436871859536,1.31513458670653
"Oregon","part_b_eligible",0.232862891134724,-0.238145204762401,0.471008095897125
"Oregon","withdrawn",0.331709187673461,-0.313324721221444,0.645033908894905
"Pennsylvania","dismissed",0.94180369704241,-0.821735806487782,1.76353950353019
"Pennsylvania","moved_out",1.06297115299318,-0.533709282569091,1.59668043556227
"Pennsylvania","not_determined",0.787492470411338,-0.61834845044187,1.40584092085321
"Pennsylvania","not_eligible",0.806243819289406,-0.974674945715439,1.78091876500485
"Pennsylvania","part_b_eligible",0.278230233958913,-0.216314016048976,0.494544250007888
"Pennsylvania","withdrawn",0.387137483180726,-0.318982754492369,0.706120237673095
"Rhode Island","dismissed",0.691004674166968,-0.829761095936197,1.52076577010316
"Rhode Island","moved_out",0.890958562564539,-0.227223751302259,1.1181823138668
"Rhode Island","not_determined",0.400776866984709,-0.427050202329312,0.82782706931402
"Rhode Island","not_eligible",0.393760072437049,-0.341924674889414,0.735684747326463
"Rhode Island","part_b_eligible",0.130666957419589,-0.31062563896174,0.441292596381329
"Rhode Island","withdrawn",0.321136156486265,-0.172905819028243,0.494041975514508
"South Carolina","dismissed",0.603237811259087,-0.654719948026535,1.25795775928562
"South Carolina","moved_out",0.548899579717755,-0.308814909767209,0.857714489484964
"South Carolina","not_determined",0.255845363604286,-0.409134966491362,0.664980330095647
"South Carolina","not_eligible",0.327232983936075,-0.321952811134326,0.649185795070402
"South Carolina","part_b_eligible",0.0844917019656176,-0.209770672632241,0.294262374597859
"South Carolina","withdrawn",0.179204804780671,-0.292849181206247,0.472053985986918
"South Dakota","dismissed",1.77811372542912,-1.71903500325072,3.49714872867984
"South Dakota","moved_out",1.12582985696004,-0.513645524083661,1.6394753810437
"South Dakota","not_determined",0.285169029968645,-0.179577568975088,0.464746598943733
"South Dakota","not_eligible",0.988854173269484,-0.944255809780537,1.93310998305002
"South Dakota","part_b_eligible",0.506676746551754,-0.274734879546266,0.78141162609802
"South Dakota","withdrawn",0.407944611120213,-0.31132499402983,0.719269605150043
"Tennessee","dismissed",0.919540711242194,-1.01550124165006,1.93504195289226
"Tennessee","moved_out",1.23056641647666,-0.199828865836157,1.43039528231281
"Tennessee","not_determined",0.274367934265646,-0.254233459092022,0.528601393357669
"Tennessee","not_eligible",0.251491905960819,-0.384304054464495,0.635795960425314
"Tennessee","part_b_eligible",0.437688818876911,-0.274851489664175,0.712540308541087
"Tennessee","withdrawn",0.262432306701073,-0.338247073983437,0.60067938068451
"Texas","dismissed",0.433013444975641,-0.690829369645298,1.12384281462094
"Texas","moved_out",1.1729830761661,-0.563594777252937,1.73657785341903
"Texas","not_determined",0.313522536414164,-0.535657226590947,0.849179763005111
"Texas","not_eligible",0.222279639938497,-0.565091526344965,0.787371166283461
"Texas","part_b_eligible",0.246394685069177,-0.0447785616920394,0.291173246761216
"Texas","withdrawn",0.383970891944936,-0.168265900589335,0.552236792534271
"US and Outlying Areas","dismissed",0.730976899362794,-0.611091475268541,1.34206837463133
"US and Outlying Areas","moved_out",0.433754915119164,-0.316148766671173,0.749903681790337
"US and Outlying Areas","not_determined",0.541180496842506,-0.567689334955803,1.10886983179831
"US and Outlying Areas","not_eligible",0.375560899850847,-0.400621590105403,0.77618248995625
"US and Outlying Areas","part_b_eligible",0.0959988679262866,-0.132216287306741,0.228215155233027
"US and Outlying Areas","withdrawn",0.177660505990791,-0.182487504988066,0.360148010978857
"Utah","dismissed",1.23413673164454,-0.87970892230349,2.11384565394803
"Utah","moved_out",1.08645112349809,-0.286621908027013,1.3730730315251
"Utah","not_determined",0.444617480906928,-0.374791759932957,0.819409240839885
"Utah","not_eligible",0.0612709526841021,-0.576684832286379,0.637955784970481
"Utah","part_b_eligible",0.116815781891459,-0.501923360293898,0.618739142185357
"Utah","withdrawn",0.26428949036292,-0.806037986676051,1.07032747703897
"Vermont","dismissed",0.14308437672682,-0.400398969547214,0.543483346274034
"Vermont","moved_out",0.764662290362709,-0.2854502244216,1.05011251478431
"Vermont","not_eligible",0.12976735567302,-0.821768283824389,0.951535639497408
"Vermont","part_b_eligible",0.483501939965407,-0.374067005569855,0.857568945535262
"Vermont","withdrawn",0.811364648841385,-0.278116497637495,1.08948114647888
"Virgin Islands","dismissed",1.10312405913177,-0.914427866823004,2.01755192595478
"Virgin Islands","moved_out",0.914229583772415,0.346256012430486,0.567973571341928
"Virgin Islands","not_determined",0.801121100729289,-0.754870323552009,1.5559914242813
"Virgin Islands","not_eligible",0.243675388982559,-0.341958046577255,0.585633435559814
"Virgin Islands","part_b_eligible",0.160812929652675,-0.114805962720632,0.275618892373307
"Virgin Islands","withdrawn",0.0835314806117121,-0.04790919640331,0.131440677015022
"Virginia","dismissed",0.559183250700727,-0.302967884823574,0.862151135524301
"Virginia","moved_out",0.787852681058437,-0.418629504050584,1.20648218510902
"Virginia","not_determined",0.328128603507689,-0.360383693576157,0.688512297083846
"Virginia","not_eligible",0.338409453089659,-0.507635928729565,0.846045381819224
"Virginia","part_b_eligible",0.409405115157477,-0.248440136801937,0.657845251959414
"Virginia","withdrawn",0.238826855356543,-0.289480523087594,0.528307378444137
"Washington","dismissed",0.670240875103123,-0.640763850390948,1.31100472549407
"Washington","moved_out",0.232235808485197,-0.367929180262829,0.600164988748027
"Washington","not_determined",0.611796706051263,-0.225301412103382,0.837098118154646
"Washington","not_eligible",0.16452630823511,-0.451387899903459,0.61591420813857
"Washington","part_b_eligible",0.216993498093043,-0.231060901562472,0.448054399655515
"Washington","withdrawn",0.480817238902205,-0.53446304974348,1.01528028864569
"West Virginia","dismissed",0.638345216026233,-0.616142442423076,1.25448765844931
"West Virginia","moved_out",1.2502761620628,-0.84881783914402,2.09909400120682
"West Virginia","not_determined",1.37485441841025,-0.373359290287148,1.7482137086974
"West Virginia","not_eligible",0.183681998041932,-0.339980771235424,0.523662769277357
"West Virginia","part_b_eligible",0.330203376035424,-0.356876047643859,0.687079423679282
"West Virginia","withdrawn",0.123334127494543,-0.340314928582308,0.463649056076851
"Wisconsin","dismissed",1.28173255868579,-1.02087280294087,2.30260536162666
"Wisconsin","moved_out",1.04079923380363,-0.32424064084143,1.36503987464506
"Wisconsin","not_determined",0.404352539693995,-0.286064011744774,0.690416551438769
"Wisconsin","not_eligible",0.305736052529549,-0.857528406994798,1.16326445952435
"Wisconsin","part_b_eligible",0.21480207576383,-0.405603784018158,0.620405859781988
"Wisconsin","withdrawn",0.307215863774668,-0.40715875634748,0.714374620122148
"Wyoming","dismissed",1.1254581504515,-0.567730017042639,1.69318816749414
"Wyoming","moved_out",0.948115533367771,-0.328287920856421,1.27640345422419
"Wyoming","not_determined",0.727950795333286,-0.537092133690239,1.26504292902352
"Wyoming","not_eligible",0.402113104792571,-0.386831388016967,0.788944492809538
"Wyoming","part_b_eligible",0.315265999975274,-0.626026431922565,0.941292431897838
"Wyoming","withdrawn",0.186539192738158,-0.148777358467197,0.335316551205355
